700696最年長的女   06 999999902    08022319570120401100094501047  2 300067010503012                                                                                                                                                                      0002020005020404010100960101960102010101010101010104010403020301010202990801390602029049029992199999999999999999999999999999999999999990299990204
700699最年輕的女   07 999999902    08022321110721225300096252025  1 300070010503051                                                                                                                                                                      0002010305050102020205040203020103040201020202029702040403020303030101990502490502021049999991299999999999999999999991099999999999999999999990201
700705最年長的女   05 999999902    08022319574220150600095502030  2 300146010503012                                                                                                                                                                      0002020008030204020205980303020403039801989891989604030404040402030899090401350502029069992061099999999999999999905999999999999999999999999990201
700713最年長的女    2 999999902    08022319582220080700094507036  2 200342010402012                                                                                                                                                                      0602010505060104010206030204020502040201980202020201040202020303040101990202470401019069993020101999999999999999999999999999999999999999999990201
700718最年長的男   04 999999902    08022319591620300800095206034  1 300288010804012                                                                                                                                                                      1302980500060298030305000204020801030201010202989601030101010101040102990502300202029059996020799999999999908999999999999999999999999999999990102
700720唯一合格女   07 999999902    08022319584220084600096252012  2 300400010201012                                                                                                                                                                      0002010598050103969806020204020103040201020202020202030203020401040799080202470501029015019991299999999999999999999990499999999999999999999990201
700721最年輕的男   06 999999902    080223195844203026000200103    2 300082010704071                                                                                                                                                                      0301010806050104969698000204020102040101020202020201040104010401040201999601690602022069999992199999999999999999999999999999999999999990299990101
700762唯一合格男   08 999999902    08022320012420125700094601114  2 300093010201012                                                                                                                                                                      0002010805060101020305050203010103040201020201020201030403010402040102990202450402022149999991399999999999999999999999901999999999999999999990101
700773唯一合格男   07 999999902    080223204118205139000200108    2 300059010201011                                                                                                                                                                      0002010606050203040305060204020202040201020202020202040402010302040101990202480402021069999991299999999999999999999991899999999999999999999990101
700775最年輕的男   03 999999902    08022418414318522800094507026  2 200216010402041                                                                                                                                                                      1002010503040303010305050203029802019802999898980298040398029898029899089801650502021049999990399991199999999999999999999999999999999999999990101
700779唯一合格女    2 999999902    08022320021620145600093202026  2 200092010201012                                                                                                                                                                      0001010705050102040305050104020503030201020202020201030496020302040302990202530602029011059996399999999999999999999999999999999999999999912990201
700791唯一合格女  042 999999902    080223200300202139000200151    2 200043010201012                                                                                                                                                                      1202010604050103020405020204020296049201019102019196040404010302040799080702560701012079999991999999999999999999999999999999999999903999999990201
700793唯一合格男    2 999999902    08022320030820142000092207243  2 200093010201011                                                                                                                                                                      0002010405059898989805980498029898029598999692969602020396960302040799080702640602024019999996399999999999999999999999999999999999999999901990101
700795唯一合格男   05 999999902    08022320223320474100095502032  2 200060010501011                                                                                                                                                                      0102020005040404010100980101010202040101980101010104040204010401010699980101950102025019999990999999999999999990299999999999999999999999999990102
700827最年輕的女  042 999999902    08022321535522035900087503234  2 300584010301032                                                                                                                                                                      0002010606060103010300000203020401040201029898020201029803010403040102990201700301019059994010699999999990299999999999999999999999999999999990201
700843唯一合格男    8 999999902    08022320521421055700094507026  2 200216010201012                                                                                                                                                                      0002010503050203020406000204029802040201020202020201030396030304960502990401580502021049999990102999999999999999999999999999999999999999999990101
700877最年輕的男   05 999999902    080223200732201957000200108    2 300059010404041                                                                                                                                                                      0002020001040404010103100404029503010101020101010102010203010401020799070401760602027019999992099999999999999999999999999999999999999019999990101
700888唯一合格男   03 999999902    08022418402818541300094507036  2 200342010301011                                                                                                                                                                      0002020500040404020105050203020501020102999292020203030304040403040202990402750402047019999990299049999999999999999999999999999999999999999990101
700892最年輕的女  042 999999902    08022620191520341000095206034  1 300288010603061                                                                                                                                                                      0002020305040204010305050103029803049801029801020204980203010402980699080601580402025019999990299019999999999999999999999999999999999999999990201
700896唯一合格女   05 999999902    08022621053721271600095206034  1 300288010302032                                                                                                                                                                      1301010507980296989798980498020103049801989802020202980396989898041099080702500402025019999990999999999999999991199999999999999999999999999990201
700897最年輕的男    2 999999902    080223200840201940000200056    2 300580010302031                                                                                                                                                                      0102020006040304010200060303020502020101020201010104010304030496020202990101630602031049999996399999999999999999999999999999999999999999903990101
700914最年長的女   03 999999902    08022320091820240600096252025  1 300070010501012                                                                                                                                                                      0102980302050197010404030204020796049801989802029702020401020203039699089701490402029011069990399990899999999999999999999999999999999999999990201
700920最年輕的男   07 999999902    08022522201222285100096252025  1 300070010401011                                                                                                                                                                      0002010505050204010406030203020603049802999898989801030302020402970799089701700601013029999996499999999999999999999999999999999999999999999050101
700921最年輕的男    2 999999902    08022621060721175000096252012  2 300400010402041                                                                                                                                                                      0001010804060304039708030203020502039598999597959503030101010101040799080701700602029059993026399999999999999999999999999999999999999999912990101
700922最年輕的女   03 999999902    08022320093620193300096207330  2 300035010301032                                                                                                                                                                      0002010505050304010106050202020103020201020201020102030402010403030202990401720601019059997010399991099999999999999999999999999999999999999990201
700933唯一合格女   03 999999902    08022420390320411900096207342  2 300020010402041                                                                                                                                                                      0002979898050202029898039802020803030201020202020204020203010403040101990201570404049059999950399990799999999999999999999999999999999999999990201
700948唯一合格女   03 999999902    08022320111520294200095207311  1 300012010201011                                                                                                                                                                      0002020406050203040306070301020103030201020202020201030304020302030102990202530402023029999990599999999059999999999999999999999999999999999990201
700953唯一合格男   05 999999902    08022320112820362500096207232  1 300008010201012                                                                                                                                                                      0301010505050204010406030202020102040101010202020201040302020301040102990502480402021069999991099999999999999999907999999999999999999999999990101
700966最年輕的男   03 999999902    08022320120320223000095502032  2 200060010402041                                                                                                                                                                      0002010605030102030306010204020101040201020202020201040403020401030102990202490401013029999990499999906999999999999999999999999999999999999990101
700972最年輕的男   06 999999902    08022321464421581600094507026  2 200216010303031                                                                                                                                                                      0002970203050397020305030203020502040202990102920203030403010401040799080402720602026029999992199999999999999999999999999999999999999990699990101
700973唯一合格女   06 999999902    08022320123120265800096207431  2 300008010100011                                                                                                                                                                      0102010705050104020205000404020102040201020202020201040302010302010699080602600602022079999991199999999999999999999289999999999999999999999990201
700979最年長的女    8 999999902    080223201245204621000200085    1 300062010604012                                                                                                                                                                      0002010305050298020200000204020402049501980298980201049801019898980201999801350202029013029990399990799999999999999999999999999999999999999990202
700986最年輕的女   06 999999902    080223201312202702000200076    1 200138010603061                                                                                                                                                                      0002010507040304010205050203010102020101980291919104030203020302020799080402590502029035019991199999999999999999999089999999999999999999999990204
700994唯一合格男  049 999999902    08022320134420353900096504045  2 300090010301011                                                                                                                                                                      0101010306050102020203000204020202040201020202020201030402020401040102990202460503033019999990899999999999999029999999999999999999999999999990101
706008唯一合格女   06 999999901    08022318400918532200094601224  2 300090010302011                                                                                                                                                                      0001010503020104010205030202020101040201989802989801030401030198030102990201520402029011059991199999999999999999999189999999999999999999999990201
706009唯一合格女   07 999999901    08022320023420304000096207339  1 200166010100011                                                                                                                                                                      0002010505979797989708030102029803960201020202020296010201010298980102990297490603026019999996499999999999999999999999999999999999999999999030201
706010最年輕的男    2 999999901    080223184035185047000200056    2 300580010302032                                                                                                                                                                      0002020307040304010205050202010103030101020101010104030303020402020202990401740602027019999990108999999999999999999999999999999999999999999990101
706031唯一合格女   05 999999901    08022318403419080000094501047  2 300067010201011                                                                                                                                                                      0002989797020304029604030204029802039801989296929603030303010498020799080401570302029059996021099999999999999999908999999999999999999999999990204
706032唯一合格女    2 999999901    08022619410419494000095206031  1 200168010201011                                                                                                                                                                      0002010505060103020302000204020102040201020202020201020203010301040102990202540402029013029990107999999999999999999999999999999999999999999990201
706034唯一合格女   03 999999901    08022419012019105800096252024  1 300062010201012                                                                                                                                                                      0102010607050204010405020203020103040201020201020201040402010201040102990502680603029013029990399990299999999999999999999999999999999999999990201
706035最年輕的女   07 999999901    08022419010919150100096252012  2 300400010402041                                                                                                                                                                      0002970505050397970305040397020103039201980101019196020202020396020799080701540302023029999991299999999999999999999991599999999999999999999990201
706064唯一合格女    2 999999901    08022318411518595400096207330  2 300035010302012                                                                                                                                                                      0002980107050304010106030102020203049898990296969104020403020402030799089601450202029016029990101999999999999999999999999999999999999999999990204
706066唯一合格女   03 999999901    08022318411719100900096209003  2 300056010201011                                                                                                                                                                      0102020405060203020200000102020101040201989702020202020303020302040799030502550401016029999990399990299999999999999999999999999999999999999990201
