010420最年輕的女  999 999999901    05052719311719331300093252019  1 100070020402041                                                                                                                                                                      0102010507050103010403020108030407050101010203030203030303020202020202999502720104905010199999999999999999999999999999999999999999999100201
010425最年長的女  999 999999901    05052919494320024900093252505  2 100267020603012                                                                                                                                                                      0002020007020404010298960102030300070101010298040398049801030198020201990401380204901011199999999999999999999999999999999999999999999010204
010457最年輕的女  999 999999901    05052722145122255600093252505  2 100267020201012                                                                                                                                                                      0202010505050204010398040298010305020101019802020403980403040104980202990402450207206010499999999999999999999999999999999999999999999100201
010458最年輕的女  999 999999901    05052719195619370800092202044  1 100106020503051                                                                                                                                                                      0002020505050203030303020201030405059899029903030503020203020303989699089703650206204029903999999999999999999999999999999999999999999100201
010467最年輕的女  999 999999901    05053021072121241800090021     2 100654020401041                                                                                                                                                                      0002980209980303030298030298020306059299929903030403989798030203989899080702740104602049999990799999999999999999999999999999999999999980201
010476最年長的男  999 999999901    05052719212419353300090205046  1 300020020603012                                                                                                                                                                      0002021009020404010101010105030103070101010203050202010103040104010202990401440203501119999999999999999999915999999999999999999999999020104
010480最年長的男  999 999999901    05052719213819381400090205096  2 200032020403012                                                                                                                                                                      0002989798989803029801980198039898960101989996020296989898989804980799089801290204906119999999999999999999901999999999999999999999999980102
010482最年輕的女  999 999999901    05052719215119325800093252505  2 100267020301031                                                                                                                                                                      0002020002050404010104030202010104030299029903040203030102010102010502990401730206701079999999999991999999999999999999999999999999999050201
010507唯一合格女  999 999999901    050527192413194322000200048    1 100070020201011                                                                                                                                                                      0201010205040101010302040204030405080299029902030402010403040104010799080501490306206039999019999999999999999999999999999999999999999100201
010508唯一合格女  999 999999901    050527192413193609000200054    1 100059020201012                                                                                                                                                                      0002020405050304010101020102030405070101010202030203010201030203030201990101500204302139999999999999999999999990299999999999999999999020201
010522唯一合格男  999 999999901    050527192517194055000100007    2 100096020201012                                                                                                                                                                      1201010400030101010402040201010410000195019803030303010404010103040102990502470305401639999999999999999999999999999999999999999990299030101
010531最年長的女  999 999999901    05052719260219481500093252018  1 100064020502012                                                                                                                                                                      0202010406060104029702040201020405030102010104040303020303020203020102990502470302904029902999999999999999999999999999999999999999999980201
010536唯一合格男  999 999999901    05052720212620344800093252017  1 100053020201011                                                                                                                                                                      0001010007050104010302030204010405000102010103040503029804010103020102990502520205302199999999999999999999999999999999999990199999999060101
010537唯一合格女  999 999999901    05052719262319344900092252004  1 100198020504011                                                                                                                                                                      0001010303050203020302040201010306040102019898040403010303980203010102990502360306102010499999999999999999999999999999999999999999999060201
010543唯一合格女  999 999999901    050527192651195422000200025    2 100076020302011                                                                                                                                                                      0002019696960196969696989898020498980101019898040498989898969803989699969801200201602029998999999999999999999999999999999999999999999010102
010548最年長的男  999 999999901    050529214629221354000200053    1 100062020503012                                                                                                                                                                      0096970000960404969604969696969698970101029903030305049696960396029699089601470204105099999999999999999019999999999999999999999999999980101
010555唯一合格女  999 999999901    05052719273019430100091207240  1 200042020201011                                                                                                                                                                      0002980507050204020302020109030405050195010102020203980302040104020799080401600204901079999999999991299999999999999999999999999999999050201
010557唯一合格女  999 999999901    050527193435195012000200036    1 100096020201011                                                                                                                                                                      0102020006050404019602040201980301010101010203039603040301030104020202990402290302906010699999999999999999999999999999999999999999999010201
010559最年輕的男  999 999999901    05052719273919394300092260001  1 200034020302032                                                                                                                                                                      0002010608030104030402040204010408029299929902030203029702040104020102990502740206701039999029999999999999999999999999999999999999999090101
010560最年長的男  999 999999901    05052719275419470100093202022  2 200030020403012                                                                                                                                                                      0102020305040404020203040206030405050101029903030203040104040104010201990401460103201129999999999999999999999019999999999999999999999030101
010562最年輕的女  999 999999901    050529194802195825000200056    2 200034020300031                                                                                                                                                                      0202010606060203979702030201010406060299029903020203979703020203989799089702710206302199999999999999999999999999999999999990899999999080201
010563唯一合格女  999 999999901    05052719275919415300091252020  2 100244020302011                                                                                                                                                                      0301010404060297020402040204010305000102010402040404010404030203960401990503490104901010399999999999999999999999999999999999999999999050201
010583最年輕的女  999 999999901    05052719314719453500093261013  1 100066020603061                                                                                                                                                                      0002959510050204010302040298020305020198019802020303020204030204039699089202660204401079999999999990399999999999999999999999999999999980201
010585最年長的女  999 999999901    05052820095420331000093252011  1 100316020201012                                                                                                                                                                      0002029898989803020202020108030303030195019502030203989802030104980999089502370202901010999999999999999999999999999999999999999999999980204
010587唯一合格男  999 999999901    050527193209194921000200053    1 100062020201011                                                                                                                                                                      0001010596050296019602969696030405960195019503030303020304030203969699030502390206301129999999999999999999999019999999999999999999999040101
010588唯一合格男  999 999999901    05052719321319544800090205045  2 100114020101011                                                                                                                                                                      1202010407030101030302030202960407020299010202039602010303030104020799080202630206602049999990199999999999999999999999999999999999999020101
010595唯一合格男  999 999999901    050527193332194534000200008    1 100274020301011                                                                                                                                                                      0002020005040404010101010105030300100101010203030203040198040104020201990401540204602119999999999999999999920999999999999999999999999050101
